step,customer,age,gender,merchant,category,amount,zipcodeOri,zipMerchant,fraud
27,1913,U,M,267,es_electronics,9.64,34894,19511,0
397,1419,U,M,206,es_wellnessandbeauty,7.15,14228,38043,0
145,338,0,M,315,es_leisure,261.09,75779,89373,0
587,1933,3,F,410,es_wellnessandbeauty,135.56,14624,22582,0
699,419,1,F,444,es_fashion,447.38,40519,95322,0
522,1234,2,M,252,es_tech,95.02,83460,85005,0
121,1387,2,M,8,es_home,128.74,72668,74626,0
462,990,2,M,284,es_transportation,5.98,47069,12548,0
677,1195,3,F,212,es_tech,6.35,77279,67079,0
382,101,3,U,60,es_leisure,65.37,50766,11905,0
673,414,3,M,256,es_transportation,65.8,30769,58142,0
418,572,3,F,345,es_sports,32.67,34837,24891,0
327,323,3,M,266,es_food,41.32,72912,53742,0
391,29,2,F,63,es_sports,9.12,35212,46898,0
297,1689,5,Enterprise,189,es_sports,138.7,11824,43184,0
630,1602,3,F,331,es_tech,48.5,96175,30585,0
84,751,2,M,154,es_tech,15.88,60893,49925,0
146,1029,1,F,151,es_tech,121.35,22520,51943,0
171,1660,4,E,447,es_hyper,30.14,14996,39125,0
334,607,3,F,147,es_sports,44.19,70570,17524,0
424,517,1,M,146,es_health,447.27,58932,13329,0
309,1109,5,U,178,es_wellnessandbeauty,66.4,37273,61914,0
526,240,4,M,147,es_hyper,52.01,42875,34704,0
661,1073,2,Enterprise,231,es_sports,12.31,29636,61919,0
569,26,2,F,232,es_home,3.04,45954,90073,0
347,839,2,F,271,es_leisure,132.56,73742,76026,0
302,414,1,E,16,es_travel,122.52,45341,31361,0
347,1122,6,M,404,es_food,16.03,51830,17439,0
408,1436,U,M,147,es_tech,40.87,63691,70651,0
133,1918,2,M,459,es_leisure,23.15,20933,59670,0
682,1294,1,U,455,es_leisure,1.52,92705,84478,0
614,274,2,Enterprise,403,es_tech,32.46,94942,16440,0
106,1337,2,F,344,es_fashion,10.32,21744,39847,0
171,1260,2,M,287,es_fashion,437.22,48697,29185,0
640,1233,1,E,436,es_electronics,3.78,70655,39258,0
250,1049,1,E,176,es_food,12.39,13890,56476,0
544,1862,6,F,8,es_food,23.5,70967,13511,0
262,645,4,Enterprise,50,es_health,599.18,49206,94656,0
494,181,2,Enterprise,189,es_tech,14.3,81349,73487,0
244,597,4,F,88,es_leisure,22.79,53122,19994,1
451,246,1,M,392,es_travel,48.19,95695,16027,0
290,1575,2,U,13,es_fashion,249.79,32030,58251,0
263,763,4,F,202,es_health,202.68,88010,10442,0
314,441,3,F,147,es_transportation,15.88,91243,65166,0
85,626,3,M,434,es_hyper,89.48,79913,97399,0
415,468,2,F,407,es_food,36.1,56725,43961,0
329,1803,2,F,441,es_wellnessandbeauty,70.05,14576,62074,0
45,965,2,F,362,es_fashion,10.55,59640,68488,0
333,1638,2,M,353,es_electronics,17.63,20352,73609,0
465,999,1,E,158,es_sports,91.33,11366,24874,0
200,739,2,F,478,es_leisure,347.93,90364,66420,0
201,766,0,F,413,es_leisure,675.2,21414,50002,0
329,227,1,U,485,es_travel,3.07,54041,25371,1
680,761,2,M,61,es_tech,6.04,52834,67302,0
240,1305,2,M,35,es_tech,527.15,57093,22416,0
702,1694,6,E,393,es_fashion,104.81,51793,62490,0
583,514,5,U,456,es_travel,33.35,58545,27267,0
657,212,3,F,368,es_health,15.02,35477,65107,0
359,1060,4,M,281,es_tech,61.72,28154,31037,0
360,549,1,F,377,es_transportation,13.67,34998,31174,0
378,770,3,U,106,es_wellnessandbeauty,42.91,77139,37620,0
385,1264,5,M,320,es_fashion,71.16,33747,39221,0
720,1388,1,F,371,es_food,142.55,59398,81673,0
465,431,4,Enterprise,110,es_hyper,5.51,70779,27674,0
222,1115,2,F,293,es_health,19.71,66189,85411,0
675,1632,2,F,294,es_travel,17.0,26373,69132,0
365,1211,1,F,264,es_sports,2002.47,69548,80010,0
72,260,U,M,474,es_electronics,13.21,43495,41473,0
240,1755,1,E,331,es_tech,1089.04,19560,30242,0
504,350,5,F,424,es_home,66.48,68512,78997,0
414,707,3,Enterprise,279,es_sports,108.69,55221,23134,0
127,46,6,F,224,es_health,25.22,12104,65463,0
487,877,5,Enterprise,173,es_sports,124.79,70457,82494,0
597,870,2,Enterprise,129,es_leisure,42.41,10304,21033,0
527,1956,U,F,433,es_home,47.9,85158,49768,0
248,1601,2,F,496,es_electronics,55.79,94619,55988,0
482,227,5,E,246,es_home,47.48,17099,70511,0
312,1592,U,F,9,es_home,17.42,27366,50245,0
444,1740,2,U,296,es_fashion,129.69,10936,87978,1
283,1571,4,F,156,es_fashion,33.5,46385,15551,0
2,1143,1,U,97,es_sports,48.21,78975,36953,0
74,978,3,E,352,es_tech,24.29,50812,25836,0
64,1262,2,Enterprise,136,es_tech,89.78,53040,66109,0
347,1125,2,F,293,es_hyper,41.39,50655,71088,0
324,791,1,M,210,es_hyper,9.67,66965,80297,0
239,1761,1,M,455,es_tech,85.25,42631,64180,0
397,334,6,F,274,es_travel,11.78,44303,67845,0
337,1531,3,M,112,es_electronics,32.65,13744,63129,0
341,556,1,F,204,es_travel,10.42,64098,69490,0
279,1,3,U,452,es_food,261.33,49665,92361,0
353,731,4,Enterprise,77,es_wellnessandbeauty,23.61,54286,82598,0
463,728,5,M,75,es_sports,183.05,27843,23511,0
462,1986,4,F,80,es_travel,6.05,44602,11258,0
713,1164,1,F,44,es_transportation,72.82,79483,73650,0
293,1933,6,M,78,es_hyper,15.1,15114,98204,0
407,923,3,M,400,es_sports,22.43,57575,65791,0
162,1300,4,M,436,es_sports,145.42,60950,84598,0
503,367,2,M,181,es_health,19.65,45928,83829,0
448,624,3,F,214,es_sports,48.62,93839,44494,0
695,1779,3,F,274,es_electronics,52.22,46190,64570,0
455,1890,1,U,424,es_tech,273.55,69092,27719,0
265,1542,5,F,189,es_fashion,24.99,44311,62367,0
132,1928,3,F,281,es_sports,49.88,33404,77031,0
120,1301,2,M,35,es_health,44.63,72302,89099,0
219,1639,3,F,71,es_hyper,15.96,93167,52696,0
417,1941,5,E,212,es_food,47.08,23621,10301,0
672,301,3,E,283,es_wellnessandbeauty,24.1,78059,83690,0
505,1024,2,M,221,es_leisure,23.49,54898,79829,0
300,1094,3,M,138,es_transportation,7.03,54457,93586,0
109,873,2,U,75,es_transportation,86.6,29986,83873,0
238,1452,3,F,404,es_sports,326.22,92076,77492,0
293,1211,2,E,161,es_home,148.48,95104,51379,0
579,158,2,E,235,es_tech,155.54,40453,97027,0
187,1674,1,U,485,es_travel,83.43,83143,62227,0
36,1355,3,M,246,es_sports,24.23,16053,76992,0
561,1281,2,Enterprise,205,es_home,10.53,63707,14520,0
256,1930,3,F,336,es_leisure,15.46,99342,31489,0
435,1433,6,M,395,es_hyper,34.56,17377,91236,0
619,464,3,M,453,es_wellnessandbeauty,404.46,97073,12210,0
8,83,5,F,486,es_leisure,94.73,45203,51241,0
178,1610,6,M,323,es_food,6.58,96028,96388,0
242,879,3,F,187,es_leisure,129.32,42841,16860,0
41,14,3,F,450,es_tech,257.34,96725,23564,0
357,1155,4,F,437,es_food,347.12,29811,32505,0
113,1220,1,M,422,es_transportation,18.48,51568,24915,0
166,680,3,F,138,es_travel,467.83,11625,82189,0
504,929,3,E,6,es_hyper,6.46,54207,97929,0
78,1236,2,U,213,es_home,5.96,85391,13978,0
719,207,4,F,95,es_home,22.02,31486,11246,0
196,1159,5,M,418,es_electronics,17.24,48535,69684,0
402,108,2,U,49,es_travel,4.87,71598,29809,0
64,1795,0,F,255,es_sports,17.82,11982,96565,0
652,631,3,M,288,es_home,13.38,88053,62161,1
425,731,1,F,285,es_tech,112.82,61089,54659,0
42,165,0,M,378,es_wellnessandbeauty,94.24,27669,58374,0
373,861,2,M,449,es_transportation,19.85,20836,42280,0
306,154,3,U,417,es_tech,33.4,36268,72146,0
209,347,4,M,230,es_fashion,331.75,63383,32893,0
467,1049,2,F,273,es_travel,176.08,67037,55532,1
304,1960,2,M,98,es_tech,43.69,17436,98243,0
585,1579,2,F,49,es_tech,165.05,24980,10146,1
392,1651,3,F,144,es_wellnessandbeauty,102.17,30420,79778,0
153,350,4,M,135,es_home,23.35,80206,42977,0
647,1580,3,U,228,es_sports,212.28,71263,22318,0
362,1748,3,M,269,es_sports,56.14,42658,86005,1
264,1479,2,M,212,es_transportation,59.85,18584,74639,0
216,1821,3,Enterprise,388,es_fashion,167.91,72053,42937,0
716,750,4,F,319,es_fashion,329.18,11598,12046,0
622,738,5,F,197,es_tech,63.34,47623,53053,0
543,1242,0,M,464,es_fashion,346.37,85870,32094,0
524,1883,3,E,124,es_wellnessandbeauty,184.8,24821,98209,0
639,1270,3,F,329,es_transportation,66.41,18109,66599,0
194,313,2,F,235,es_health,444.36,89578,23806,0
652,876,3,M,332,es_home,36.13,91886,47377,0
27,1673,4,U,78,es_health,193.11,94183,89671,0
46,1814,5,M,271,es_leisure,216.11,24109,82757,0
647,460,4,M,389,es_leisure,156.4,13134,29019,0
58,1606,U,M,298,es_home,31.63,33096,32142,0
13,1542,5,E,274,es_leisure,139.37,87582,96526,0
612,1691,2,U,328,es_home,49.6,74469,32589,0
49,256,5,F,136,es_sports,26.3,62118,45645,0
94,1658,2,F,473,es_home,89.96,64568,55025,0
607,1654,4,E,324,es_transportation,28.27,41009,98417,0
657,1491,1,F,371,es_fashion,26.82,51055,70609,0
584,820,U,M,154,es_fashion,51.1,98148,30479,0
451,1862,3,M,75,es_wellnessandbeauty,206.15,24982,52220,0
379,1530,4,U,326,es_health,43.82,46768,42350,0
10,1969,3,M,417,es_tech,7.44,47024,73790,0
674,209,2,U,22,es_travel,506.91,37331,65614,0
516,1885,2,E,256,es_hyper,25.03,24493,90578,0
224,407,2,F,477,es_transportation,74.08,37236,63551,0
381,81,4,U,69,es_hyper,68.75,37928,70536,0
541,1941,2,M,129,es_travel,53.05,94923,65350,0
302,1354,5,M,342,es_wellnessandbeauty,24.65,89894,84466,0
203,107,4,M,35,es_sports,418.89,25198,22167,0
589,648,2,M,184,es_travel,155.92,37523,41782,0
571,438,3,U,223,es_leisure,8.61,29139,82119,0
196,1038,5,Enterprise,126,es_hyper,103.25,69859,68149,0
322,1567,0,F,323,es_transportation,378.71,58245,76649,0
418,691,2,F,131,es_home,71.23,31811,56724,0
619,1982,U,F,199,es_transportation,94.0,37077,22555,0
342,1426,2,M,129,es_leisure,16.37,51396,81496,0
389,510,4,F,298,es_health,170.85,21370,82104,0
9,1455,1,U,58,es_sports,61.65,84674,32559,0
532,1118,2,M,344,es_sports,81.54,12190,85244,0
149,82,5,Enterprise,500,es_fashion,103.55,35118,75850,0
383,692,3,F,229,es_transportation,4.91,32446,79188,0
529,249,5,M,222,es_health,234.2,71157,70595,0
12,241,0,F,224,es_electronics,18.16,43499,55155,0
476,165,3,F,352,es_transportation,49.4,92477,51551,0
594,1497,5,F,85,es_travel,73.15,88378,88658,0
579,1310,2,U,240,es_electronics,155.68,83809,97888,0
645,1054,2,E,448,es_transportation,12.36,87575,44730,0
53,868,2,M,464,es_transportation,55.94,93444,13145,0
436,459,2,Enterprise,260,es_transportation,65.33,57247,81811,0
206,304,4,M,17,es_hyper,26.1,38754,31780,0
54,679,1,F,77,es_fashion,4.03,74410,31612,0
580,795,3,Enterprise,355,es_hyper,13.17,21132,77388,0
490,912,0,Enterprise,424,es_leisure,46.97,91315,77559,0
344,998,1,U,418,es_food,4.99,73746,82171,0
169,1952,2,F,440,es_sports,95.2,85793,13039,0
161,925,3,F,11,es_hyper,141.02,32019,84466,0
527,1972,4,F,484,es_hyper,72.22,95031,50837,0
703,714,1,M,473,es_fashion,84.54,66956,29092,0
527,606,3,F,296,es_home,24.04,86014,93011,0
287,459,4,M,478,es_home,12.14,75802,45603,0
412,1039,5,M,141,es_transportation,65.44,87446,28681,0
522,300,2,M,152,es_home,106.93,13605,56954,0
569,407,1,F,100,es_food,30.72,87520,93325,0
199,1072,3,M,290,es_fashion,7.14,63718,89779,0
161,1687,2,M,136,es_transportation,116.86,52531,60330,0
389,114,3,F,247,es_health,68.62,43016,71443,0
474,455,2,F,210,es_sports,316.24,42062,47450,0
381,1917,2,E,391,es_leisure,63.99,73025,33777,0
631,526,4,U,318,es_food,134.87,69343,86275,0
592,1993,2,F,497,es_transportation,553.55,53991,48811,0
124,822,U,M,46,es_tech,866.05,88281,61786,0
72,348,4,U,214,es_leisure,24.62,81822,87915,0
168,966,6,F,199,es_tech,161.66,89650,39670,0
284,171,3,E,127,es_health,56.32,51626,40208,0
494,1453,4,M,382,es_leisure,23.19,91925,11615,0
36,406,2,M,13,es_hyper,50.94,94739,94301,0
175,1404,U,F,386,es_home,19.39,97207,79989,0
199,1085,2,M,236,es_home,65.68,53374,86098,0
116,530,1,Enterprise,258,es_tech,165.27,40861,61040,0
315,940,5,Enterprise,29,es_food,24.4,84469,87361,0
220,742,3,F,347,es_travel,43.64,46110,77648,0
578,1622,2,Enterprise,488,es_food,308.85,23496,46603,0
134,201,2,M,338,es_wellnessandbeauty,23.05,18261,81665,0
631,1682,U,F,442,es_tech,21.47,65201,35223,0
122,57,6,U,2,es_home,234.18,58164,50872,0
421,85,5,F,443,es_wellnessandbeauty,63.45,37892,81751,0
492,783,3,E,437,es_fashion,138.84,94272,44199,0
599,713,2,M,196,es_fashion,37.26,32123,24587,0
289,1130,5,M,317,es_home,10.88,23050,37448,0
649,826,6,E,433,es_transportation,133.0,52973,39694,0
53,1666,2,M,174,es_hyper,223.8,28770,67255,0
205,1038,3,M,328,es_hyper,348.36,39523,19652,0
348,1557,0,M,100,es_leisure,181.92,69457,97894,0
51,939,4,U,59,es_travel,78.87,78561,63151,1
40,1069,4,F,304,es_tech,116.74,78627,85733,0
250,1570,1,F,393,es_hyper,52.6,42923,93814,0
218,373,2,M,402,es_sports,232.73,32322,29638,0
179,1095,3,F,306,es_electronics,574.94,78405,11840,0
551,764,4,M,342,es_food,48.09,40109,12238,0
183,847,4,Enterprise,237,es_sports,57.51,11332,69518,0
164,1255,0,U,203,es_fashion,39.14,70639,68132,0
377,524,0,E,155,es_food,179.22,81011,25989,0
705,1147,3,F,416,es_electronics,30.68,32839,52882,0
497,1799,2,M,322,es_sports,34.37,38591,87298,0
597,1093,2,F,66,es_home,29.37,36959,61832,0
461,1135,0,F,222,es_health,131.02,83653,63737,0
474,871,3,Enterprise,278,es_leisure,32.26,11621,33405,0
685,1270,0,M,342,es_electronics,182.12,57025,23575,0
37,1397,U,Enterprise,152,es_home,56.71,45048,54882,0
599,1948,1,E,347,es_food,128.48,95003,18598,0
641,98,5,M,203,es_transportation,27.47,53260,94728,0
706,793,2,E,397,es_health,116.9,62501,54939,0
319,1346,2,Enterprise,378,es_leisure,85.58,59941,86379,0
555,819,1,M,219,es_hyper,36.07,70564,74010,0
412,713,5,F,143,es_home,57.65,58895,50750,0
356,674,2,F,496,es_health,64.84,90505,30169,0
671,509,4,U,368,es_leisure,11.59,96489,40977,0
617,942,1,M,433,es_sports,95.43,97024,72115,0
229,943,U,F,145,es_leisure,52.53,58238,48169,0
264,376,3,M,295,es_sports,17.51,33749,70630,0
487,1696,4,Enterprise,201,es_electronics,18.69,30550,86123,0
561,1917,0,Enterprise,87,es_home,33.42,96361,10269,0
352,140,4,F,4,es_health,84.37,83418,89301,0
442,1789,6,E,441,es_home,163.0,79395,49447,0
635,381,3,F,15,es_leisure,211.89,29574,40951,0
459,403,5,M,171,es_fashion,9.96,36946,11970,0
25,1327,3,F,380,es_electronics,92.58,42282,74331,0
131,1190,U,F,415,es_home,7.42,86635,78743,0
370,761,1,Enterprise,262,es_wellnessandbeauty,25.3,51533,38115,0
436,906,6,M,474,es_sports,395.96,93579,71742,0
224,266,3,M,443,es_home,7.74,42664,82096,0
611,1379,5,E,321,es_transportation,6.49,23923,24864,0
352,1577,1,M,342,es_travel,22.42,76102,68733,0
485,1079,6,Enterprise,30,es_health,39.39,92278,65872,0
197,1253,3,M,314,es_leisure,58.51,14762,27864,0
109,1248,3,Enterprise,86,es_health,30.13,26066,41463,0
220,1784,3,M,225,es_leisure,17.45,35042,17620,0
720,1910,5,Enterprise,56,es_health,70.02,58693,40195,0
319,199,5,Enterprise,197,es_home,183.53,58339,58554,0
82,627,1,U,420,es_home,59.53,18657,95723,0
537,1277,0,U,302,es_travel,32.62,36058,33353,0
698,1738,3,U,458,es_hyper,46.78,77686,84848,0
432,555,U,F,385,es_sports,102.21,15997,70463,0
8,1702,3,F,245,es_leisure,6.42,91799,21870,0
636,155,1,Enterprise,396,es_sports,134.36,18302,36862,0
149,800,2,M,369,es_home,111.63,77542,10219,0
98,627,2,E,67,es_health,36.15,13315,26391,1
101,1863,U,M,125,es_tech,46.8,90527,93570,1
367,1712,6,F,10,es_tech,396.76,53901,51425,0
462,1818,1,F,1,es_wellnessandbeauty,47.89,21716,42534,0
414,1594,2,F,275,es_sports,745.17,65248,26915,0
259,332,3,F,338,es_transportation,108.53,76930,47536,0
356,408,3,M,237,es_tech,80.7,26320,94262,0
11,1528,1,M,372,es_fashion,105.74,76508,96751,0
416,1718,3,F,95,es_food,8.51,91704,50564,0
571,626,2,E,183,es_tech,8.78,41049,65956,0
250,686,2,M,177,es_sports,74.16,67061,99118,0
652,1466,3,F,183,es_health,124.25,30388,27746,0
550,1280,U,M,214,es_travel,9.87,49131,84013,0
122,416,1,F,324,es_travel,279.54,73615,34711,0
65,1424,6,F,297,es_sports,118.93,89365,60431,0
658,1114,1,M,183,es_sports,44.44,70965,36789,0
302,1990,1,U,458,es_health,239.75,98082,21262,0
125,961,2,Enterprise,458,es_home,38.81,57390,39140,0
312,141,3,E,207,es_leisure,28.24,61758,13055,1
191,870,2,E,69,es_sports,57.91,35140,55449,0
450,1030,3,E,370,es_fashion,34.97,15033,99428,0
694,1766,4,F,171,es_leisure,16.76,74205,62654,0
159,1932,5,E,493,es_electronics,19.89,69833,48152,0
353,905,U,U,465,es_fashion,98.87,31572,41628,0
674,1364,6,M,82,es_home,25.7,75240,89870,0
263,1851,1,M,313,es_tech,9.3,39292,88245,0
406,1243,4,F,304,es_transportation,46.66,52880,90041,0
693,579,4,M,306,es_hyper,27.37,69207,97815,0
603,664,3,M,453,es_health,60.98,54473,49567,0
17,1295,5,F,392,es_leisure,31.56,66971,56910,0
637,738,4,F,184,es_travel,593.44,88266,20601,0
260,63,2,E,110,es_home,19.38,17354,98799,0
355,1842,2,M,475,es_tech,46.78,39467,97301,0
489,864,2,Enterprise,217,es_food,30.75,37462,38414,0
214,1557,3,M,116,es_leisure,74.16,63603,48356,0
239,513,4,E,410,es_transportation,411.34,10433,37745,0
180,255,2,U,109,es_electronics,207.66,22977,51467,0
419,737,2,F,279,es_fashion,119.89,11053,43138,0
684,126,0,Enterprise,41,es_food,22.49,20015,84402,0
143,779,4,M,87,es_home,95.51,50788,36266,0
317,1475,2,F,93,es_hyper,37.85,80921,71425,0
244,1430,4,M,225,es_fashion,246.91,19817,35749,0
232,1738,1,M,315,es_health,40.05,96719,88260,0
684,620,3,M,255,es_home,96.16,69039,76352,0
589,1382,2,F,274,es_home,275.36,30908,53268,0
303,88,3,F,327,es_sports,75.81,61037,78307,0
331,1415,6,M,224,es_food,21.17,54445,99522,0
561,1393,1,F,489,es_transportation,871.88,99631,25123,0
248,689,2,Enterprise,199,es_home,28.02,22465,25778,0
283,1892,5,M,380,es_home,95.32,76644,40994,0
287,641,3,F,136,es_transportation,10.39,95906,46310,0
32,1857,U,F,114,es_health,34.75,60762,73974,0
500,447,4,F,442,es_food,420.79,12664,12996,0
670,320,1,M,469,es_tech,15.52,54074,73740,0
530,922,2,M,362,es_fashion,25.64,92312,47757,0
381,273,2,F,273,es_health,802.38,59427,91630,0
63,651,3,F,307,es_travel,27.25,98409,51892,0
128,963,3,F,417,es_tech,22.61,67996,68967,0
528,637,2,E,286,es_transportation,22.99,13490,17880,0
163,522,3,F,66,es_sports,121.95,15350,68618,0
251,1602,2,F,188,es_leisure,406.16,78934,93798,0
649,800,1,U,174,es_tech,53.6,45140,81175,0
295,16,3,M,484,es_food,34.18,18670,67476,0
179,368,3,Enterprise,278,es_wellnessandbeauty,38.65,24633,26901,0
229,251,2,F,32,es_electronics,17.7,93137,89357,0
394,794,3,U,497,es_travel,15.99,92546,96421,0
692,360,3,F,409,es_leisure,106.94,56082,80864,0
396,231,3,E,241,es_leisure,26.44,60536,26569,0
72,1866,U,F,136,es_wellnessandbeauty,155.12,54148,85679,0
318,1277,4,M,481,es_sports,1.53,54576,11306,1
595,1976,5,M,63,es_electronics,262.88,47023,54797,1
379,612,3,M,29,es_tech,16.98,97703,96843,0
136,606,4,Enterprise,209,es_health,119.34,36475,12692,0
621,1417,1,E,40,es_sports,211.97,29515,47522,0
378,517,5,Enterprise,173,es_leisure,61.76,62073,28575,0
119,519,6,M,2,es_health,120.05,65363,84663,1
530,484,U,M,256,es_food,60.34,59594,24153,0
666,65,1,Enterprise,305,es_health,532.74,76432,73968,0
523,219,U,F,487,es_transportation,88.19,37162,87584,0
650,1804,3,M,240,es_food,13.5,29873,20192,0
387,1232,5,M,241,es_leisure,48.74,27749,57150,0
574,176,4,M,31,es_home,351.27,63357,96959,0
583,712,6,E,68,es_tech,30.97,63718,56152,0
573,1817,3,M,234,es_home,111.61,75998,96543,0
644,909,2,E,346,es_transportation,53.7,51049,66754,0
573,1449,4,M,393,es_hyper,55.93,97652,32583,0
269,1034,2,U,479,es_transportation,39.8,47083,16725,0
524,766,2,F,10,es_wellnessandbeauty,18.9,11509,21554,0
547,1704,1,E,51,es_transportation,69.25,61456,72901,0
486,1313,1,U,198,es_electronics,16.25,28804,25591,0
438,931,5,U,172,es_health,160.86,70717,63548,0
563,1957,2,M,26,es_sports,654.07,31989,62956,0
555,615,2,E,203,es_transportation,79.22,21707,20019,0
111,988,4,M,335,es_sports,92.45,27131,75551,0
322,16,0,Enterprise,121,es_fashion,36.67,25506,64034,0
527,1352,2,M,468,es_hyper,94.68,26652,87423,0
177,545,6,M,462,es_food,61.18,91972,74338,0
674,949,2,M,236,es_travel,326.51,42300,51587,0
551,1571,1,Enterprise,499,es_home,15.36,22236,93736,0
538,183,U,M,405,es_electronics,45.26,24889,25378,0
624,1126,4,E,108,es_transportation,78.34,96736,35227,0
473,332,5,Enterprise,91,es_fashion,92.17,96792,17286,0
563,79,1,E,30,es_leisure,747.3,81421,75317,0
388,1041,0,Enterprise,199,es_hyper,30.84,31307,16883,0
98,1819,3,F,229,es_electronics,7.24,67527,96348,0
411,1394,4,F,143,es_sports,179.79,75579,17408,0
375,1045,2,U,80,es_travel,729.35,55886,46998,0
170,405,0,F,123,es_home,80.27,12360,87737,0
56,1041,U,M,235,es_wellnessandbeauty,345.94,58789,11303,0
325,923,2,U,443,es_home,337.84,45841,91995,0
658,1612,4,F,84,es_sports,25.34,32392,71424,0
260,432,3,F,113,es_leisure,224.35,18265,77885,0
641,556,2,Enterprise,358,es_health,17.6,39334,34652,0
562,1444,U,E,340,es_wellnessandbeauty,30.31,20930,89742,0
340,28,3,Enterprise,470,es_hyper,169.87,62990,41099,0
404,1049,2,M,326,es_wellnessandbeauty,24.44,10690,47455,0
532,1225,4,Enterprise,364,es_hyper,101.24,19088,44217,0
174,303,3,U,500,es_hyper,65.01,23278,71278,0
538,613,4,M,104,es_travel,22.01,10842,99218,0
160,1303,5,F,148,es_tech,37.97,66231,67462,0
10,1099,1,Enterprise,197,es_hyper,14.54,23748,58040,0
594,1842,1,F,309,es_travel,79.17,11363,58685,0
256,1089,3,Enterprise,203,es_electronics,13.76,94974,69577,0
617,255,0,Enterprise,130,es_food,16.22,19670,58151,0
652,272,2,F,158,es_travel,17.22,47514,16772,0
714,1660,1,M,136,es_fashion,68.88,42130,94373,0
344,562,4,F,296,es_food,22.99,88164,88967,0
536,1549,4,M,378,es_food,74.85,51484,24193,0
373,980,1,M,136,es_tech,53.76,91353,76733,0
435,336,2,M,145,es_fashion,449.46,20310,76386,0
46,758,4,E,231,es_home,22.3,21645,10328,0
55,208,2,U,99,es_health,334.82,70622,61738,0
78,35,2,M,30,es_electronics,14.65,89927,32845,0
491,114,2,Enterprise,385,es_health,12.8,94213,64753,0
671,1056,1,M,197,es_hyper,117.24,28175,89209,0
272,765,1,M,64,es_electronics,4.27,51570,41127,0
660,855,2,F,464,es_wellnessandbeauty,70.76,63423,66464,0
550,760,4,F,36,es_electronics,39.01,35056,37058,0
111,921,2,F,79,es_electronics,41.68,70400,41295,0
15,1963,4,F,177,es_leisure,13.77,84020,36770,0
78,156,3,M,81,es_food,115.97,27546,13456,0
501,1018,1,E,205,es_wellnessandbeauty,158.16,65991,34179,0
588,1901,2,F,24,es_tech,25.74,34417,82934,0
418,1528,0,F,107,es_sports,42.64,63223,75426,0
275,834,U,M,240,es_home,34.09,65029,98528,0
494,963,5,F,132,es_fashion,11.01,62277,60864,0
197,1887,2,E,239,es_wellnessandbeauty,21.93,58284,24767,0
376,353,2,M,492,es_sports,14.36,57403,47638,0
63,929,4,F,379,es_health,91.89,82660,92135,0
361,1327,3,Enterprise,110,es_leisure,130.58,92127,66013,0
544,1142,3,F,77,es_health,22.02,84879,17166,0
110,35,0,F,446,es_tech,10.44,95802,62111,0
677,868,6,Enterprise,137,es_leisure,376.42,24303,56679,0
194,1344,2,M,282,es_hyper,45.52,12636,96675,0
519,218,4,M,303,es_food,51.92,49576,43616,0
651,1292,6,F,400,es_fashion,12.62,45545,95163,0
459,1912,4,M,234,es_home,57.71,67845,24348,0
301,1717,4,M,165,es_home,26.52,96511,58775,0
568,44,U,F,107,es_fashion,14.79,13003,99612,0
672,1198,4,M,454,es_food,136.85,43384,96716,0
496,1803,3,M,267,es_food,451.81,63426,53135,0
149,198,3,F,386,es_food,203.38,23248,53860,0
461,857,0,F,478,es_tech,34.95,69864,78701,0
139,302,1,F,123,es_fashion,11.48,12212,31931,0
292,1979,3,M,83,es_health,42.42,13594,70231,0
335,827,3,M,279,es_travel,56.83,83474,52331,0
699,930,3,F,175,es_sports,77.25,40145,88021,0
184,1123,1,F,318,es_transportation,1027.54,95211,40516,0
307,405,6,M,332,es_leisure,101.98,62853,71761,0
262,722,6,M,39,es_wellnessandbeauty,16.8,99692,85595,0
310,712,2,Enterprise,390,es_wellnessandbeauty,27.13,59198,12640,0
344,994,2,M,491,es_travel,28.09,72192,15815,0
424,1844,2,M,420,es_food,18.39,45134,28353,0
657,1328,2,F,446,es_tech,12.27,79064,30417,0
514,846,2,E,316,es_transportation,39.91,88812,45221,0
524,147,U,F,110,es_hyper,20.22,50828,99117,0
261,1748,3,M,490,es_hyper,28.24,11780,17853,0
362,1412,5,M,335,es_electronics,3.72,86228,11429,0
169,870,4,Enterprise,292,es_tech,16.5,59048,69211,0
660,1568,5,F,77,es_wellnessandbeauty,23.11,28999,82057,0
200,346,2,M,328,es_tech,109.0,53292,59790,0
385,156,3,M,473,es_sports,43.1,87455,73755,0
312,1612,2,F,344,es_home,395.46,89459,72105,0
582,1466,5,M,159,es_food,4.44,33869,59754,0
312,1226,4,M,168,es_leisure,111.69,46143,84216,0
566,937,4,F,60,es_tech,46.0,69737,48472,0
395,1763,1,M,397,es_food,186.05,19176,86832,0
351,1825,5,U,349,es_hyper,223.49,98162,75834,0
28,142,U,F,480,es_leisure,25.37,69013,26761,0
632,104,5,E,235,es_wellnessandbeauty,27.98,12871,43291,0
133,1239,3,Enterprise,37,es_transportation,52.16,74272,85383,0
380,1333,2,M,251,es_tech,20.39,57760,89844,0
602,108,1,M,61,es_wellnessandbeauty,58.4,89360,40560,0
528,1484,2,M,146,es_transportation,109.47,42157,53873,0
287,1834,2,M,474,es_wellnessandbeauty,20.06,86592,49776,0
284,1828,2,Enterprise,402,es_home,69.96,76722,96956,0
649,537,1,F,418,es_health,29.31,29740,21073,0
