age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
65,services,married,secondary,no,1426.14,no,no,cellular,16,nov,1054,44,-1,30,success,no
46,blue-collar,divorced,tertiary,no,1608.87,no,yes,telephone,15,jul,4348,48,-1,3,failure,no
89,student,single,unknown,no,2618.98,no,no,cellular,29,jul,3832,40,-1,7,unknown,no
94,blue-collar,married,primary,no,395.26,no,no,telephone,8,dec,3054,39,-1,40,failure,no
49,services,single,tertiary,no,1664.22,yes,no,unknown,10,mar,4487,24,364,10,failure,no
31,student,married,unknown,no,-112.58,yes,no,telephone,21,aug,306,44,-1,46,success,no
89,services,divorced,unknown,no,4647.71,yes,no,telephone,27,jul,3941,14,-1,5,other,no
64,blue-collar,divorced,secondary,no,1260.68,no,no,telephone,12,jul,4578,6,-1,36,unknown,yes
78,self-employed,divorced,primary,no,-3332.15,no,no,unknown,16,dec,1480,24,-1,44,failure,no
21,unemployed,married,primary,no,1539.77,yes,no,cellular,1,apr,3320,9,-1,28,unknown,no
40,unemployed,divorced,unknown,no,-7013.11,yes,no,telephone,17,may,2449,10,-1,36,failure,yes
61,services,single,secondary,no,6993.97,no,no,telephone,20,feb,3983,38,954,19,failure,no
49,unemployed,married,tertiary,no,-2635.31,no,no,cellular,13,oct,1662,48,587,20,failure,no
87,technician,married,primary,no,3326.42,yes,no,telephone,21,oct,3476,11,-1,43,other,yes
23,unemployed,single,secondary,no,1915.54,yes,no,cellular,28,jan,262,9,-1,42,unknown,no
82,admin.,married,secondary,no,1711.22,no,no,cellular,4,sep,4193,26,-1,16,unknown,no
61,retired,divorced,unknown,no,-615.68,no,no,unknown,27,feb,317,27,-1,34,success,no
90,self-employed,married,tertiary,no,900.34,yes,no,cellular,17,jul,2220,18,-1,24,failure,no
50,blue-collar,married,tertiary,no,865.4,yes,no,telephone,3,jun,3391,46,103,0,success,no
20,student,divorced,primary,no,-771.4,no,no,unknown,10,apr,1422,18,-1,29,failure,yes
83,management,married,tertiary,no,1362.32,no,yes,cellular,6,sep,138,36,-1,47,failure,yes
26,student,married,tertiary,no,3407.39,yes,no,telephone,4,dec,2811,30,-1,49,unknown,no
42,services,single,tertiary,no,4221.54,yes,no,unknown,2,jul,4979,8,-1,39,other,no
62,services,divorced,primary,no,6633.43,no,no,telephone,3,may,4966,42,756,33,other,yes
47,entrepreneur,single,secondary,no,5233.8,no,no,telephone,16,may,1436,37,-1,15,other,no
75,retired,divorced,unknown,no,615.63,yes,no,cellular,16,jan,3077,49,-1,7,other,no
84,entrepreneur,married,primary,no,2042.31,no,no,telephone,14,may,3089,21,-1,11,success,no
54,housemaid,single,unknown,no,287.13,no,yes,telephone,19,oct,3226,47,823,31,failure,no
54,retired,divorced,unknown,no,1584.35,no,yes,unknown,7,may,1164,4,-1,29,success,no
57,entrepreneur,married,primary,no,-1182.38,no,no,unknown,29,apr,2381,7,-1,32,other,no
48,student,single,primary,no,2689.64,yes,yes,cellular,12,feb,4678,14,898,29,unknown,no
91,admin.,single,unknown,no,2907.04,no,yes,unknown,11,apr,4123,44,-1,1,unknown,no
45,self-employed,divorced,unknown,no,-1443.55,yes,no,telephone,17,mar,1956,41,-1,27,failure,yes
71,entrepreneur,single,primary,no,364.2,yes,no,cellular,14,jun,531,40,-1,29,failure,yes
84,technician,single,tertiary,no,4769.14,yes,no,unknown,12,dec,2382,27,-1,0,other,no
52,admin.,married,tertiary,no,-1850.59,no,no,unknown,2,may,3109,44,380,19,unknown,no
90,student,single,unknown,no,-2572.35,yes,no,telephone,4,jul,421,29,-1,47,unknown,no
25,unemployed,divorced,primary,no,-510.68,yes,no,cellular,6,apr,1149,4,-1,21,failure,yes
33,unemployed,single,secondary,no,-2613.4,no,no,unknown,22,nov,3143,8,-1,31,success,no
71,unemployed,divorced,primary,no,5385.14,no,no,unknown,11,jun,2202,10,865,21,other,no
87,unemployed,divorced,tertiary,no,1811.37,no,no,telephone,5,dec,48,40,-1,28,success,no
62,entrepreneur,single,secondary,no,1234.9,yes,no,unknown,10,feb,3696,45,-1,21,success,no
90,management,divorced,secondary,no,4775.76,yes,no,unknown,6,jun,2933,40,-1,10,success,no
94,student,married,tertiary,no,2368.0,no,no,cellular,16,feb,2628,40,532,31,failure,no
49,self-employed,divorced,secondary,no,967.53,yes,no,telephone,8,may,1652,42,-1,46,failure,no
79,entrepreneur,divorced,unknown,yes,782.33,yes,no,cellular,26,jul,3634,20,370,10,other,no
52,admin.,divorced,secondary,no,7717.8,no,no,telephone,8,dec,4039,37,448,25,other,no
47,technician,divorced,unknown,no,577.88,yes,no,telephone,21,jul,4841,25,10,48,unknown,no
32,retired,single,secondary,no,3485.83,no,yes,cellular,11,feb,4818,9,-1,30,failure,no
56,blue-collar,married,tertiary,no,7740.88,yes,no,telephone,14,mar,4381,7,-1,14,failure,no
75,unemployed,divorced,unknown,no,-6255.6,yes,no,cellular,25,dec,4284,23,-1,47,unknown,yes
27,entrepreneur,single,primary,yes,7822.69,no,no,cellular,11,may,3627,31,-1,27,other,no
33,self-employed,married,unknown,no,4538.22,yes,no,telephone,22,jan,3096,33,-1,5,other,yes
71,technician,married,tertiary,no,2596.51,yes,yes,unknown,22,nov,1335,10,-1,49,success,no
27,housemaid,single,tertiary,no,4998.55,yes,no,cellular,26,oct,4509,20,-1,22,success,no
76,admin.,married,tertiary,no,-3192.14,yes,no,cellular,24,nov,3515,9,-1,21,unknown,no
59,retired,divorced,unknown,no,-4067.39,yes,yes,telephone,22,oct,2745,10,668,30,failure,no
34,housemaid,single,secondary,yes,420.89,yes,no,telephone,23,dec,1475,4,-1,18,unknown,no
56,entrepreneur,married,unknown,no,1950.91,yes,no,unknown,2,sep,4755,22,-1,27,failure,no
48,self-employed,married,unknown,no,623.21,yes,no,unknown,6,apr,4001,26,-1,25,other,no
32,housemaid,single,unknown,no,4141.75,yes,no,telephone,29,apr,4690,37,561,42,failure,no
24,retired,divorced,tertiary,no,4570.08,yes,no,telephone,8,apr,2252,5,801,16,unknown,no
44,blue-collar,divorced,primary,no,192.59,yes,no,unknown,4,jun,3987,33,639,13,failure,no
46,housemaid,divorced,secondary,no,-2804.92,no,no,cellular,18,feb,3618,26,-1,10,other,no
72,admin.,divorced,tertiary,no,-1114.98,yes,no,unknown,29,jan,4970,6,680,23,success,yes
52,management,divorced,primary,no,657.47,yes,no,unknown,19,aug,2448,23,-1,27,other,no
31,unknown,divorced,tertiary,no,24.77,no,no,cellular,14,apr,2786,17,-1,23,success,no
46,unknown,single,secondary,no,-741.77,yes,no,unknown,10,mar,2235,48,-1,23,other,no
90,housemaid,married,primary,no,2691.66,yes,no,cellular,17,oct,3669,24,-1,7,failure,no
48,retired,single,secondary,no,-868.33,yes,no,telephone,23,nov,1375,3,-1,35,other,no
94,entrepreneur,married,secondary,no,973.47,no,no,unknown,10,may,4735,43,-1,8,unknown,no
59,student,married,unknown,no,-6497.74,yes,yes,telephone,18,mar,2911,30,-1,16,success,no
76,management,single,secondary,no,219.39,yes,no,cellular,18,mar,1446,37,-1,35,unknown,no
89,unknown,single,unknown,no,-1725.1,no,no,cellular,25,jul,2456,30,-1,39,other,no
62,services,divorced,unknown,no,-1500.88,yes,no,unknown,2,dec,3223,48,89,40,failure,no
39,housemaid,divorced,primary,no,-4574.47,yes,no,unknown,16,jan,223,26,-1,22,unknown,no
67,student,single,unknown,no,-3987.92,no,no,cellular,22,sep,2036,9,-1,26,unknown,no
94,unemployed,divorced,tertiary,no,1933.57,no,no,unknown,8,mar,4709,27,-1,37,success,no
30,blue-collar,single,primary,no,-746.61,no,no,unknown,17,apr,2322,17,-1,2,unknown,no
39,technician,divorced,unknown,no,2688.93,yes,yes,telephone,29,oct,2602,6,-1,21,success,no
27,technician,married,unknown,no,1727.47,no,no,telephone,14,aug,2622,20,-1,48,unknown,no
60,student,single,unknown,no,-778.55,yes,no,cellular,21,oct,4704,12,256,2,other,no
20,entrepreneur,married,secondary,no,5698.31,no,no,unknown,22,jun,1517,38,-1,0,unknown,no
94,unemployed,married,secondary,no,-1770.31,yes,no,unknown,9,mar,707,2,759,29,success,no
39,unemployed,married,secondary,no,5106.75,yes,no,cellular,12,nov,2403,31,-1,45,success,no
72,unemployed,married,tertiary,no,2659.45,no,no,cellular,23,mar,455,1,-1,6,other,no
65,retired,married,primary,no,3735.71,no,yes,unknown,23,jun,685,11,-1,8,success,no
94,housemaid,single,secondary,no,3428.94,no,yes,telephone,26,sep,587,33,-1,7,success,no
81,blue-collar,single,secondary,no,5519.01,yes,no,cellular,24,oct,4614,14,-1,32,other,no
21,retired,divorced,primary,no,7700.0,no,yes,unknown,24,aug,2765,2,894,43,failure,yes
85,housemaid,single,unknown,no,6682.5,yes,yes,telephone,15,apr,1054,29,-1,16,unknown,yes
55,unemployed,single,unknown,no,-2920.56,no,no,unknown,1,jun,1657,25,-1,13,success,yes
73,admin.,single,primary,no,-2409.16,yes,no,unknown,25,feb,1712,15,-1,49,other,no
64,unknown,married,unknown,no,-815.81,no,no,telephone,7,nov,2038,29,-1,20,failure,yes
33,student,single,primary,no,2979.17,yes,no,cellular,19,apr,3641,25,-1,46,other,no
51,retired,single,tertiary,no,2623.5,no,no,unknown,27,dec,3609,34,891,20,other,no
27,unemployed,single,unknown,no,1988.63,yes,no,telephone,13,aug,918,1,838,37,failure,no
48,housemaid,married,primary,no,3312.99,no,no,unknown,7,jun,3356,37,-1,6,unknown,no
77,unemployed,divorced,secondary,no,3683.91,no,no,cellular,14,jan,2068,40,-1,27,unknown,yes
36,admin.,divorced,tertiary,no,-6326.92,no,no,unknown,27,jul,3452,39,-1,3,other,no
44,services,single,unknown,yes,-434.38,yes,no,unknown,27,jan,1723,35,989,31,unknown,yes
40,services,divorced,tertiary,no,1574.02,no,no,telephone,29,oct,874,36,-1,39,success,no
73,self-employed,divorced,secondary,no,-950.01,no,no,telephone,15,feb,822,36,-1,41,unknown,no
44,management,married,tertiary,no,1275.55,yes,no,cellular,10,sep,1099,46,-1,41,failure,no
90,self-employed,married,primary,no,2169.52,yes,yes,telephone,15,sep,830,30,-1,48,failure,yes
50,blue-collar,married,secondary,no,3745.2,yes,no,unknown,9,aug,2490,43,-1,31,failure,no
83,management,single,secondary,no,6786.32,yes,no,unknown,9,feb,3488,47,-1,19,failure,yes
66,entrepreneur,married,unknown,no,1809.03,yes,no,unknown,20,may,3263,4,478,25,success,no
44,services,divorced,unknown,no,-871.27,no,no,telephone,11,mar,912,3,-1,27,unknown,yes
76,technician,divorced,unknown,no,4117.19,yes,no,telephone,13,sep,2315,13,-1,41,unknown,no
94,student,married,primary,no,5898.21,no,no,telephone,18,oct,56,8,-1,25,unknown,yes
19,unemployed,married,tertiary,no,3001.14,no,no,unknown,29,oct,588,19,-1,12,failure,yes
58,unemployed,divorced,primary,no,6595.53,yes,no,unknown,7,aug,2876,15,-1,18,unknown,no
52,management,married,secondary,no,7008.64,no,no,cellular,7,may,4973,42,-1,34,success,no
80,entrepreneur,single,unknown,no,1529.69,no,no,unknown,29,sep,573,46,-1,48,failure,no
68,services,single,secondary,no,1470.34,yes,no,cellular,29,feb,53,23,744,7,success,no
76,retired,single,primary,no,382.66,no,no,unknown,3,oct,3179,23,-1,17,other,no
85,entrepreneur,single,unknown,no,604.72,no,no,telephone,7,oct,3917,18,-1,24,success,no
61,blue-collar,single,tertiary,no,-757.19,no,yes,telephone,27,jan,1664,10,190,0,success,no
71,unemployed,divorced,secondary,no,4119.18,yes,no,unknown,19,mar,685,42,-1,46,unknown,no
45,retired,married,secondary,no,12.69,no,no,unknown,10,nov,852,6,-1,4,success,no
88,self-employed,divorced,unknown,no,-332.14,yes,no,cellular,10,feb,1100,24,-1,4,other,no
42,blue-collar,divorced,secondary,no,1458.49,yes,no,telephone,21,may,4188,46,73,29,unknown,no
23,unemployed,single,primary,no,-3799.98,no,no,telephone,11,may,4239,12,-1,13,other,no
48,housemaid,single,secondary,no,2532.29,yes,no,telephone,14,jul,727,29,-1,6,other,yes
93,entrepreneur,single,primary,no,131.28,no,no,unknown,12,dec,2271,41,-1,37,failure,no
48,entrepreneur,divorced,unknown,no,3173.4,yes,no,unknown,27,mar,879,36,-1,3,unknown,no
93,retired,married,primary,no,2414.23,yes,no,cellular,9,mar,3977,15,-1,18,failure,no
81,unemployed,single,secondary,no,-1919.73,yes,no,unknown,12,may,1074,40,358,1,other,no
41,housemaid,divorced,tertiary,no,1214.36,yes,no,unknown,9,oct,4400,47,-1,24,unknown,no
87,retired,single,primary,no,3299.14,yes,yes,unknown,2,feb,1752,19,-1,31,success,no
67,unemployed,married,tertiary,no,2301.35,no,no,cellular,14,feb,3055,23,575,29,success,no
75,blue-collar,single,tertiary,no,6916.74,no,yes,telephone,16,jun,776,45,-1,47,unknown,no
63,student,single,secondary,yes,781.4,yes,no,unknown,1,mar,3432,10,-1,18,success,no
80,unknown,divorced,tertiary,no,-3746.72,yes,no,unknown,14,mar,4833,14,-1,39,unknown,no
88,blue-collar,married,unknown,no,5293.8,no,yes,telephone,16,apr,3670,16,-1,16,failure,no
28,entrepreneur,married,primary,no,6165.5,no,yes,cellular,15,feb,654,46,-1,11,other,no
24,retired,divorced,tertiary,no,-1249.69,yes,no,unknown,10,dec,2596,34,-1,34,unknown,no
48,management,married,primary,no,3555.27,yes,no,telephone,10,nov,2252,1,-1,18,unknown,no
89,blue-collar,married,primary,no,-5765.75,yes,no,unknown,25,feb,317,27,-1,20,unknown,no
19,services,single,tertiary,no,960.05,no,no,cellular,24,feb,2872,1,-1,13,success,no
57,housemaid,single,secondary,no,-666.31,no,no,cellular,18,dec,4619,37,-1,13,failure,no
20,housemaid,single,primary,no,10.83,no,no,cellular,1,jan,287,49,-1,21,failure,no
65,admin.,married,primary,no,2119.03,yes,no,unknown,27,feb,4955,43,-1,40,failure,no
18,retired,married,primary,no,3002.18,no,no,telephone,13,may,2108,48,-1,13,other,no
89,retired,single,primary,no,-2256.01,no,no,cellular,14,feb,1504,39,-1,13,success,no
23,admin.,single,unknown,no,-1402.81,yes,no,cellular,20,feb,1734,30,-1,15,other,no
82,unemployed,married,unknown,no,1496.13,yes,yes,cellular,21,jul,1729,10,-1,17,unknown,yes
24,unknown,single,secondary,no,3116.33,no,yes,unknown,14,oct,4448,7,-1,34,unknown,no
31,services,divorced,primary,no,-494.7,yes,no,telephone,14,sep,516,18,892,3,failure,no
63,services,married,secondary,no,5109.32,yes,no,unknown,6,nov,1032,36,-1,37,failure,no
43,technician,married,primary,no,1597.1,yes,no,unknown,29,apr,2939,19,-1,44,success,no
38,services,married,primary,no,-3370.1,yes,no,cellular,10,mar,3576,30,-1,36,success,yes
26,services,divorced,primary,no,-208.69,yes,no,unknown,7,dec,161,5,-1,11,failure,no
81,student,married,secondary,no,309.04,yes,yes,unknown,29,feb,1421,9,-1,27,unknown,no
18,unknown,divorced,tertiary,no,1977.71,yes,no,cellular,13,sep,3322,18,-1,2,unknown,no
78,entrepreneur,single,tertiary,no,-2755.46,no,no,cellular,25,mar,4243,16,-1,7,other,yes
51,management,divorced,unknown,no,4683.93,yes,no,unknown,5,jul,3174,8,-1,31,other,no
50,unemployed,married,secondary,no,2718.47,yes,yes,unknown,1,oct,3007,37,-1,28,other,no
60,services,divorced,unknown,yes,3463.1,yes,no,unknown,6,may,1383,1,-1,27,success,no
63,management,married,unknown,no,3966.79,no,no,cellular,5,sep,2718,3,-1,17,other,no
55,self-employed,single,tertiary,no,5315.12,no,yes,telephone,5,nov,3121,40,-1,4,success,no
31,unemployed,single,secondary,no,-229.18,yes,no,cellular,28,feb,778,16,-1,19,unknown,yes
61,technician,single,unknown,no,-3368.68,yes,no,telephone,27,feb,4659,21,-1,25,failure,no
61,student,single,primary,yes,1305.83,no,no,unknown,24,oct,2826,3,-1,42,other,no
72,entrepreneur,single,unknown,no,3689.47,no,yes,cellular,18,jan,634,40,777,37,other,no
43,student,single,secondary,no,5780.32,yes,no,telephone,4,oct,3910,35,-1,7,unknown,no
77,retired,single,unknown,no,3439.28,no,no,telephone,7,aug,1144,17,-1,25,success,no
59,unemployed,married,unknown,no,2376.04,no,no,telephone,12,apr,1882,47,-1,15,failure,no
41,admin.,married,tertiary,no,-1867.26,yes,yes,telephone,21,nov,1470,49,775,12,other,no
78,technician,single,unknown,no,-4494.09,no,yes,cellular,23,jul,2873,17,-1,21,success,no
70,services,married,tertiary,no,-2274.93,yes,no,telephone,11,mar,3583,33,616,10,success,no
51,unemployed,married,primary,no,2670.54,yes,no,cellular,10,may,1559,47,-1,6,success,no
65,student,divorced,unknown,no,-645.04,no,yes,telephone,30,dec,2734,15,-1,10,other,no
38,entrepreneur,married,secondary,no,4893.23,no,no,unknown,1,nov,264,15,-1,2,unknown,yes
28,self-employed,single,primary,no,6866.75,no,no,telephone,20,sep,427,9,-1,29,unknown,no
80,housemaid,married,secondary,no,2795.4,yes,no,telephone,14,nov,1039,19,-1,49,unknown,no
39,services,married,secondary,no,2457.62,yes,yes,cellular,25,nov,2179,45,-1,8,success,no
37,unemployed,married,tertiary,no,3593.31,yes,no,telephone,21,mar,4151,24,-1,28,other,no
63,self-employed,single,tertiary,no,2849.07,yes,no,telephone,29,apr,3438,26,-1,39,other,no
70,unknown,married,unknown,no,1894.34,no,no,telephone,9,nov,4859,2,-1,38,success,no
28,retired,married,tertiary,no,2770.88,no,no,cellular,13,sep,3142,46,-1,31,unknown,no
41,entrepreneur,single,primary,no,5938.36,yes,no,unknown,23,apr,3499,21,-1,43,other,no
92,housemaid,divorced,tertiary,no,-2411.21,yes,no,cellular,13,jun,2439,19,-1,15,success,no
51,services,divorced,secondary,no,1224.33,yes,no,cellular,6,aug,3952,43,-1,27,unknown,no
52,unemployed,divorced,primary,no,615.78,no,no,telephone,21,nov,4899,17,-1,27,success,no
36,unemployed,divorced,primary,yes,2998.82,no,no,cellular,9,mar,4434,35,86,23,failure,no
44,blue-collar,divorced,tertiary,no,1142.97,yes,yes,unknown,21,jan,4979,34,160,12,unknown,yes
33,technician,married,tertiary,no,-939.13,yes,no,cellular,1,mar,2709,4,-1,46,success,no
21,student,single,secondary,no,-3949.09,no,no,unknown,30,may,1319,17,551,36,success,no
30,self-employed,single,tertiary,no,2250.67,no,no,telephone,27,may,2469,41,-1,29,success,no
60,student,divorced,secondary,no,3878.92,yes,no,telephone,24,jun,127,25,-1,31,other,no
29,retired,divorced,secondary,no,1624.37,no,no,unknown,10,feb,586,24,896,17,failure,yes
77,technician,single,unknown,no,3379.57,yes,no,unknown,30,jun,2684,48,-1,27,failure,no
42,unknown,married,primary,no,6848.37,no,yes,telephone,10,sep,3133,13,-1,2,success,yes
64,services,single,secondary,no,931.6,yes,no,unknown,8,mar,118,13,-1,10,success,no
42,retired,single,tertiary,no,-2156.71,no,no,telephone,2,jun,4359,6,-1,7,failure,no
89,management,divorced,tertiary,no,7559.37,yes,no,unknown,1,oct,896,32,693,49,other,no
73,retired,divorced,tertiary,no,-2350.16,yes,no,cellular,4,aug,2757,45,-1,43,unknown,no
83,technician,single,primary,no,-31.0,no,no,unknown,16,mar,1895,15,-1,3,other,no
32,technician,single,secondary,no,3859.01,no,no,unknown,2,dec,228,42,-1,12,failure,no
81,student,divorced,secondary,no,-448.25,yes,yes,cellular,14,jun,2663,38,-1,24,unknown,no
20,blue-collar,divorced,unknown,no,1635.69,no,no,telephone,25,oct,1306,2,-1,44,unknown,yes
41,student,divorced,primary,no,353.09,no,no,telephone,19,jul,244,17,-1,24,failure,no
44,retired,single,unknown,no,-616.19,yes,no,unknown,22,aug,429,5,-1,9,unknown,no
59,management,married,tertiary,no,-1635.42,no,no,cellular,28,jun,4681,8,-1,29,failure,no
38,admin.,divorced,secondary,no,1241.84,yes,no,telephone,6,feb,287,17,-1,6,unknown,no
77,retired,married,tertiary,no,4580.98,yes,yes,unknown,25,jan,828,2,-1,38,success,no
64,housemaid,single,tertiary,no,4679.36,yes,no,unknown,25,feb,2512,32,68,28,success,no
64,technician,divorced,tertiary,no,4389.09,no,no,unknown,20,mar,4813,41,-1,32,failure,no
53,technician,single,unknown,no,2329.79,yes,no,telephone,20,may,4517,9,-1,23,failure,no
67,unknown,married,tertiary,no,995.72,yes,no,unknown,9,may,2968,24,47,36,unknown,no
47,self-employed,married,primary,no,6901.1,yes,no,cellular,18,mar,2521,41,709,24,success,no
51,retired,married,primary,no,-1467.53,yes,no,cellular,11,jan,322,22,967,37,success,no
22,unknown,single,primary,no,6566.0,yes,yes,unknown,17,oct,3754,49,-1,3,success,no
25,technician,married,unknown,no,1521.52,yes,no,cellular,12,sep,1650,39,772,2,unknown,no
90,services,divorced,unknown,yes,4758.09,yes,no,telephone,6,may,1909,33,-1,23,other,no
24,unknown,single,tertiary,no,2703.14,yes,yes,unknown,15,apr,304,10,-1,43,unknown,yes
24,services,divorced,tertiary,no,1756.11,yes,no,unknown,14,sep,859,45,-1,21,success,no
18,technician,divorced,secondary,no,8294.3,no,no,cellular,22,feb,3488,39,-1,39,other,yes
77,student,married,unknown,no,-826.89,no,yes,unknown,5,aug,197,44,-1,6,success,no
66,blue-collar,married,unknown,no,-2099.33,no,no,telephone,27,jan,4651,41,-1,29,success,no
27,services,married,secondary,no,6250.23,yes,no,telephone,2,jun,4122,43,-1,23,unknown,no
85,unknown,single,unknown,no,687.06,no,yes,cellular,1,may,4929,7,-1,22,other,no
85,student,divorced,tertiary,no,-183.19,yes,no,telephone,14,dec,703,44,-1,20,unknown,yes
64,services,divorced,tertiary,yes,4578.06,no,yes,cellular,8,sep,1586,43,-1,13,failure,no
34,entrepreneur,divorced,secondary,no,-435.72,no,yes,telephone,17,apr,2184,25,-1,11,unknown,no
88,unknown,married,tertiary,no,2377.24,no,yes,unknown,3,aug,332,47,-1,32,success,no
30,admin.,single,unknown,no,842.97,yes,no,telephone,19,dec,1616,2,61,47,unknown,no
79,management,single,secondary,no,3673.27,yes,no,unknown,6,jun,1876,32,-1,27,failure,no
28,unemployed,divorced,tertiary,no,3722.66,yes,yes,unknown,14,jun,3119,20,-1,13,other,no
92,management,married,primary,no,4023.04,yes,no,unknown,28,nov,294,22,-1,1,unknown,no
82,unemployed,married,tertiary,no,1939.06,yes,no,cellular,26,mar,179,47,-1,4,unknown,yes
69,entrepreneur,divorced,secondary,no,1508.51,yes,no,unknown,1,mar,782,14,-1,37,success,no
25,unknown,single,tertiary,no,8940.61,no,no,telephone,17,apr,4265,37,-1,21,failure,no
90,entrepreneur,divorced,primary,no,-1746.8,yes,no,cellular,6,jan,2870,3,660,44,other,no
84,retired,married,secondary,no,3262.4,yes,no,cellular,17,jun,3150,13,822,49,other,no
68,unemployed,single,tertiary,no,-4734.39,yes,no,telephone,25,aug,3817,28,-1,31,success,no
90,admin.,single,primary,no,5311.48,yes,no,telephone,28,jan,2466,8,-1,0,other,no
45,unemployed,single,unknown,no,1546.7,no,no,telephone,6,oct,3374,25,874,6,other,yes
58,unemployed,single,unknown,no,125.35,yes,no,cellular,30,dec,409,4,-1,36,failure,no
51,unemployed,single,primary,no,711.3,no,no,cellular,8,oct,4175,29,-1,9,success,no
35,technician,divorced,unknown,no,2498.64,yes,no,cellular,30,nov,2208,33,639,10,failure,no
91,blue-collar,divorced,tertiary,no,-571.48,yes,yes,unknown,19,nov,2953,10,-1,43,unknown,no
76,services,single,unknown,yes,3560.56,yes,no,unknown,9,apr,1443,27,-1,20,success,no
65,housemaid,married,secondary,no,4766.62,no,no,unknown,23,jun,1817,33,-1,10,other,no
36,blue-collar,single,unknown,no,3673.25,no,no,cellular,8,mar,1780,24,-1,39,unknown,yes
76,blue-collar,divorced,secondary,no,4029.33,no,no,telephone,4,sep,4936,23,5,22,unknown,no
37,retired,divorced,tertiary,no,1945.67,no,no,cellular,6,may,2559,31,-1,28,unknown,no
93,unemployed,divorced,primary,no,4129.5,no,no,cellular,28,aug,4283,39,-1,2,other,no
25,retired,single,secondary,no,641.91,no,no,cellular,9,mar,3572,33,822,0,failure,yes
32,services,divorced,secondary,no,-895.96,no,no,unknown,26,mar,2955,29,-1,3,success,no
21,services,single,secondary,yes,564.07,yes,no,telephone,12,feb,1185,31,-1,8,unknown,no
44,unknown,divorced,unknown,no,222.65,no,yes,cellular,23,feb,953,31,820,28,other,no
26,student,divorced,unknown,no,1833.2,no,no,unknown,17,sep,3584,44,-1,26,other,no
85,blue-collar,married,primary,no,4586.34,yes,no,telephone,5,aug,4538,1,330,13,unknown,no
44,unknown,divorced,tertiary,no,-849.41,no,no,cellular,1,sep,3364,34,-1,43,failure,no
91,management,married,secondary,no,1561.51,no,no,unknown,2,jul,1321,18,-1,12,other,no
61,blue-collar,married,secondary,no,-718.29,no,no,telephone,17,aug,2616,47,-1,40,failure,no
25,student,divorced,secondary,no,-164.19,no,no,unknown,24,mar,3401,8,-1,20,success,no
49,management,single,secondary,no,-86.97,yes,no,cellular,26,apr,2075,5,-1,33,failure,no
71,management,divorced,secondary,no,3978.81,no,yes,unknown,29,sep,2553,21,-1,47,other,no
35,services,single,tertiary,no,-2565.79,no,yes,unknown,15,oct,4969,34,-1,27,success,no
32,admin.,married,secondary,no,163.11,yes,no,telephone,14,feb,2286,11,-1,5,success,no
50,unknown,divorced,primary,no,-1644.62,yes,no,telephone,27,jan,4477,3,-1,48,unknown,no
51,unknown,single,unknown,no,3042.43,no,no,telephone,28,feb,911,29,854,28,success,no
49,entrepreneur,divorced,unknown,no,2232.78,yes,no,cellular,21,jul,2067,19,-1,17,unknown,no
89,self-employed,married,tertiary,no,-4319.08,yes,no,cellular,7,jun,728,14,-1,46,success,yes
85,student,single,secondary,yes,-2872.91,no,no,cellular,1,dec,2425,36,-1,29,unknown,no
80,retired,single,secondary,no,2046.91,no,no,telephone,18,mar,99,15,-1,16,unknown,no
91,housemaid,single,tertiary,no,5025.93,yes,no,unknown,17,nov,1884,4,-1,20,success,no
25,admin.,married,tertiary,no,423.08,no,yes,telephone,21,jun,3494,12,-1,47,success,no
93,entrepreneur,divorced,secondary,yes,-1530.24,yes,no,cellular,17,feb,4543,18,279,5,failure,no
87,blue-collar,married,unknown,no,-527.08,no,no,telephone,2,sep,3212,37,-1,38,other,no
46,entrepreneur,divorced,secondary,no,-4193.17,yes,no,cellular,7,dec,1043,11,-1,25,failure,no
85,student,married,unknown,yes,4697.46,yes,no,unknown,10,jan,609,7,-1,3,unknown,yes
60,retired,married,tertiary,no,-161.8,no,no,telephone,29,dec,2435,6,-1,16,other,no
53,unknown,single,secondary,no,-3438.57,yes,no,unknown,29,jun,1684,41,-1,22,success,no
85,entrepreneur,married,secondary,no,444.24,yes,no,unknown,8,dec,4736,25,-1,6,success,no
77,unknown,single,secondary,no,-4235.41,no,yes,telephone,30,sep,2862,7,-1,20,success,no
21,housemaid,married,primary,no,6861.85,no,no,telephone,11,jan,4714,21,-1,38,unknown,no
66,technician,married,unknown,no,-682.21,no,no,unknown,25,aug,4753,25,-1,22,unknown,yes
18,housemaid,married,tertiary,no,3679.17,no,yes,telephone,23,apr,4313,49,360,32,success,no
93,unknown,married,tertiary,no,1582.67,yes,no,unknown,26,jun,2214,18,-1,24,failure,no
42,services,single,unknown,no,3560.5,yes,no,cellular,4,sep,2623,12,-1,15,unknown,no
54,housemaid,single,unknown,no,238.75,no,no,telephone,11,jan,4853,27,-1,37,success,no
49,services,married,unknown,no,-218.21,yes,no,cellular,10,aug,3057,6,-1,34,other,no
89,entrepreneur,married,tertiary,no,1826.39,yes,no,unknown,17,feb,1661,38,-1,18,other,no
85,student,single,tertiary,no,738.83,yes,no,cellular,12,apr,4466,25,-1,18,unknown,no
75,services,divorced,primary,no,961.95,no,no,cellular,21,jan,1594,23,-1,37,failure,no
92,technician,married,primary,no,-307.85,yes,no,unknown,27,may,2038,12,-1,46,other,no
